HotelCode|RoomAmenities
300797|BUSCTR,DOCTOR,ORBWLS,PHY42,BABY,CNFFAC,LANDRY,REST,FPRKNG
300801|Iron/ironing board (on request),Free bottled water,Premium TV channels,Blackout drapes/curtains,First-run movies,LCD TV
300823|Minibar,In-room climate control (air conditioning),Turndown service,Memory foam mattress
300878|WiFi (surcharge)
300879|BUSCTR,CURREX,TOUR,ORBWLS,ORBSHT,CNFFAC,LANDRY,REST,FPRKNG,ORBSPA,ROOM24,PETS,BABY,INTHS,CONLEV,ROOM
301256|TOUR,ORBWLS,PHY42,ELEV,CNFFAC,RMA207,ORBSPA,POOLOT,DISABL,SPA,INTHS,HAC142,ROOM,HEALTH,PHY28,BUSCTR,GIFT,CURREX,POOL,HAC141,ORBSHT,LANDRY,REST,FPRKNG,BAR,HAC222,ROOM24,MTGFAC,DOCTOR,SAFDEP,WCHR,NSMK,CONLEV
301519|Premium bedding,LCD TV
301535|BUSCTR,TOUR,HAC116,ORBWLS,HAC141,ORBSHT,ELEV,CNFFAC,RMPACC,LANDRY,RMA207,REST,FPRKNG,HAC222,ROOM24,HAC138,MTGFAC,DOCTOR,SAFDEP,INTHS,NSMK,CONLEV,ROOM,PHY28
301536|ORBWLS,ORBSHT,CNFFAC,INTHS,FPRKNG,ROOM
301537|HAC47,ELEV,CNFFAC,AIRCON,NWSPPR,TVRMOT,PRKNG,MINBAR,PRKIND,INTHS,PRKVAL,BUSCTR,OVRSZD,ICEMCH,HAC116,COFMKR,SAFE,DSKLMP,RMPACC,REST,GYM,PRKOUT,MTGFAC,WCHR,NSMK,CONLEV,SECURE
301539|Hair dryer,Iron/ironing board (on request),Blackout drapes/curtains,Slippers,LCD TV,Deep soaking bathtub,Connecting/adjoining rooms available
301549|Daily housekeeping,Rollaway/extra beds available,Cable TV service
301552|Room service (24 hours)
301553|BUSCTR,CURREX,POOL,BAR,REST,WAKEUP,GYM,KIDACT,SAFDEP,IRON,PRKNG,OTA_P_903,SPA,INTHS,CONDSK,HAIR
301565|Free toiletries,In-room safe (laptop compatible),Dial-up Internet access (surcharge)
301567|BUSCTR,CURREX,TEL,COFMKR,POOL,SHOP,BAR,WAKEUP,GYM,KIDACT,SAFDEP,IRON,PRKNG,ALRMCK,OTA_P_903,INTHS,MULTI,HAIR
301568|BUSCTR,CURREX,TOUR,ORBWLS,ELEV,CNFFAC,LANDRY,REST,FPRKNG,BAR,ROOM24,MTGFAC,DOCTOR,SAFDEP,DISABL,INTHS,NSMK,ROOM
301571|TOUR,ORBWLS,POOL,CNFFAC,LANDRY,REST,ORBSPA,POOLOT,MTGFAC,DOCTOR,SAFDEP,SPA,ROOM,HEALTH
301574|BUSCTR,CURREX,ORBWLS,ORBSHT,CNFFAC,LANDRY,REST,BAR,ROOM24,DOCTOR,DISABL,NSMK,INTHS,CONLEV,ROOM
301575|Free newspaper,Turndown service
301576|Minibar,Satellite TV service
301577|DESK24,AIRCON,ADPTRS,WAKEUP,POOLOT,STMBTH,BOUTIQ,MINBAR,PRKIND,BEAUTY,SPA,BARBER,EXCKOT,ROOM,ORBBRK,HEALTH,GMPLYR,GRABBR,BUSCTR,SMKDET,MADSVC,CASINO,SHPMAL,VENDNG,CURREX,HAC116,REST,GYM,MTGFAC,CAR,KIDACT,SAFDEP,PHNSRV,AIRLIN,DVD,TOUR,HAC47,SHOP,HAC156,ELEV,CNFFAC,EXCKIN,TVCAB,CPSVC,NWSPPR,TENNIS,PRKTRK,SECU24,BABY,COFFEE,DOORMN,INTHS,CONDSK,HAIR,DTYFRE,SAFE,COFMKR,POOL,LDRYMT,RMA161,IRONBD,RMPACC,FPRKNG,ROOM24,TRNDWN,IRON,NSMK,MULTI
301588|Free newspaper,Turndown service
301590|Phone,Free toiletries,Free bottled water,In-room safe (laptop compatible)
301591|HAC47,ELEV,CNFFAC,AIRCON,PRKBUS,POOLOT,NWSPPR,STMBTH,PRKTRK,PRKNG,PRKIND,MINBAR,ALRMCK,SAUNA,INTHS,PRKVAL,HEALTH,BUSCTR,ICEMCH,HAC116,COFMKR,SAFE,IRONBD,CRIB,DSKLMP,JACUZ,REST,GYM,PRKOUT,MTGFAC,CAR,WCHR
301594|BUSCTR,CURREX,TOUR,ORBWLS,ORBSHT,CNFFAC,LANDRY,REST,BAR,ORBSPA,ROOM24,MTGFAC,POOLOT,DOCTOR,SAFDEP,PRKNG,BEAUTY,SPA,INTHS,NSMK,CONLEV,ROOM
301595|Bidet,Memory foam mattress
301602|Daily housekeeping
301603|Coffee/tea maker,Room service (24 hours),Iron/ironing board (on request)
301604|Coffee/tea maker
301612|Minibar
301614|BUSCTR,DVD,COFMKR,POOL,LDRYMT,BAR,REST,GYM,TRNDWN,CAR,PRKNG,BEAUTY,SPA
301618|BUSCTR,CURREX,TOUR,ORBWLS,ORBSHT,ELEV,CNFFAC,LANDRY,REST,FPRKNG,BAR,ORBSPA,ROOM24,PETS,MTGFAC,DOCTOR,SAFDEP,DISABL,BABY,INTHS,NSMK,CONLEV,ROOM
301620|TOUR,PHY34,ORBWLS,PHY42,HAC47,ELEV,CNFFAC,RMA207,PHY50,BABY,DISABL,INTHS,ROOM,PHY28,BUSCTR,CURREX,HAC116,HAC141,RMPACC,LANDRY,REST,FPRKNG,HAC222,ROOM24,HAC138,MTGFAC,DOCTOR,SAFDEP,PHY2,WCHR,BRALEL,CONLEV
301622|TOUR,ORBWLS,PHY34,PHY42,HAC47,ELEV,CNFFAC,RMA207,PHY50,BEAUTY,BABY,DISABL,SPA,INTHS,ROOM,HEALTH,PHY28,BUSCTR,CURREX,HAC116,HAC141,ORBSHT,RMPACC,LANDRY,REST,FPRKNG,HAC222,ROOM24,HAC138,MTGFAC,DOCTOR,SAFDEP,PHY2,WCHR,BRALEL,NSMK,CONLEV
301624|The rooms are well furnished with attached bathrooms with hot and cold water facility.They are well appointed and are well kept.
301626|BUSCTR,CURREX,TOUR,ORBWLS,ORBSHT,ELEV,CNFFAC,LANDRY,REST,ROOM24,MTGFAC,DOCTOR,SAFDEP,DISABL,INTHS,NSMK,ROOM
301629|GIFT,CURREX,ORBWLS,POOL,ORBSHT,ELEV,CNFFAC,LANDRY,REST,FPRKNG,BAR,ORBSPA,POOLOT,MTGFAC,DOCTOR,SAFDEP,DISABL,SPA,INTHS,NSMK,CONLEV,ROOM,HEALTH
301630|Private bathroom,Shower only
301631|Free toiletries,Desk,Sofa bed size,Free cribs/infant beds
301632|POOLOT,CURREX,SAFDEP,TOUR,LANDRY,BAR,REST,FPRKNG,ORBSPA,HAC142,ROOM
301634|Premium bedding,Connecting/adjoining rooms available
301635|Free newspaper,Balcony
301638|Air conditioning,WiFi (surcharge)
301640|TOUR,PHY34,ORBWLS,PHY42,HAC47,ELEV,CNFFAC,PHY50,BABY,DISABL,INTHS,ROOM,PHY28,BUSCTR,CURREX,HAC116,HAC141,ORBSHT,RMPACC,LANDRY,REST,FPRKNG,BAR,ROOM24,HAC138,DOCTOR,SAFDEP,PHY2,WCHR,NTECLB,BRALEL,NSMK,CONLEV
301642|CNTBRK,TV,PHSPKR,TEL,DESK24,WHTBRD,AIRCON,ADPTRS,SPRINK,WAKEUP,TVRMOT,AVEQUP,PRKIND,ALRMCK,MINBAR,BATH,SPA,EXCKOT,PRKVAL,ROOM,HEALTH,BUSCTR,SMKDET,ELECDR,RADIO,MADSVC,PRJECT,CURREX,HAC116,DSKLMP,JACUZ,LANDRY,BELL,GYM,MTGFAC,DOCTOR,POOLIN,VALET,SECURE,TMPCTL,WETBAR,OVRPRJ,DVD,FIRELT,FAMILY,TOUR,HAC47,MOVIES,ELEV,CNFSTE,ATM,TVCAB,NWSPPR,GOLF,PRKNG,SAUNA,COFFEE,INTHS,HEAT,CONDSK,HAIR,EXLEVL,CMPRTL,TPRESS,COFMKR,SAFE,POOL,IRONBD,RMA161,BAR,FPRKNG,ROOM24,TRNDWN,IRON,BTHTEL
301644|Minibar,Free WiFi
301649|Separate sitting area
301651|Minibar,Free toiletries,Hair dryer (on request)
301652|Premium bedding
301653|Coffee/tea maker,Room service (24 hours)
301654|Free WiFi
301656|Coffee/tea maker,Iron/ironing board (on request),DVD player,Blackout drapes/curtains,Slippers
301664|Free newspaper,Down comforter
301668|Hair dryer
303303|BUSCTR,CURREX,TOUR,ORBWLS,ORBSHT,ELEV,CNFFAC,LANDRY,REST,ROOM24,MTGFAC,DOCTOR,SAFDEP,SPA,INTHS,NSMK,CONLEV,ROOM
303305|The Star rooms of 300 sq ft feature teak floor, oversized mirrors &amp; windows ,plush queen size beds, work desk. Imported Spanish tile bath with separate tub and step down walk in shower. Some of the amenities include Bath robes, Brazilian Tea and coffee maker.
303306|TV,OVRPRJ,PHSPKR,DVD,TOUR,SHOP,HAC47,WHTBRD,POOLOT,NWSPPR,TENNIS,GOLF,PRKNG,MINBAR,BABY,BEAUTY,INTHS,CONDSK,ROOM,PRKVAL,EXLEVL,HAIR,BUSCTR,FAX,MADSVC,CURREX,COFMKR,LOUNGE,IRONBD,DSKLMP,CRIB,BAR,TVSAT,FPRKNG,REST,BELL,TRNDWN,CAR,SAFDEP,TMPCTL
303307|HAC47,ELEV,CNFFAC,ORBSPA,POOLOT,DISABL,SPA,PHY28,HEALTH,BUSCTR,CURREX,HAC116,ORBSHT,RMPACC,LANDRY,BAR,REST,FPRKNG,HAC222,ROOM24,HAC138,MTGFAC,DOCTOR,SAFDEP,WCHR,CONLEV,NSMK
303317|CELTEL,FLORST,TV,OVRPRJ,TOUR,HAC47,ELEV,EXCKIN,DESK24,AIRCON,SPRINK,WAKEUP,TVCAB,POOLOT,NWSPPR,SHOWER,PRKNG,ALRMCK,AVEQUP,PRKIND,SPA,INTHS,EXCKOT,ROOM,HAIR,FAX,CURREX,CRIB,BAR,REST,TVSAT,MTGFAC,CAR,DOCTOR,NSMK,SECURE,MULTI
303318|TV,OVRPRJ,HAC47,ELEV,DESK24,AIRCON,ATM,SPRINK,PRKBUS,WAKEUP,TVCAB,NWSPPR,PRKNG,ALRMCK,AVEQUP,PRKIND,SPA,INTHS,CONDSK,ROOM,PRKVAL,CMPRTL,HAIR,BUSCTR,FAX,ICEMCH,CURREX,CRIB,BAR,TVSAT,REST,BELL,MTGFAC,DOCTOR,IRON,FRCLLS,NSMK,CONLEV,MULTI,SECURE
303322|BUSCTR,DOCTOR,CURREX,TOUR,PRKNG,BEAUTY,SPA,REST,ORBSPA,ROOM24
303323|CNTBRK,FLORST,TV,PHSPKR,TEL,DESK24,ADPTRS,AIRCON,WAKEUP,POOLOT,TVRMOT,ALRMCK,MINBAR,BEAUTY,SPA,EXCKOT,PRKVAL,ROOM,HEALTH,BUSCTR,MADSVC,RADIO,GIFT,CURREX,ICEMCH,CRIB,JACUZ,LANDRY,REST,GYM,MTGFAC,CRDTEL,CAR,VALET,SAFDEP,TMPCTL,DVD,HAC47,ELEV,EXCKIN,TVCAB,NWSPPR,PRKNG,BABY,COFFEE,SAUNA,INTHS,CONDSK,HAIR,FAX,SAFE,COFMKR,POOL,IRONBD,BAR,FPRKNG,ROOM24,TRNDWN,IRON,HORSE,NSMK,BTHTEL
303327|Lotus Backwater Resort has 28 fully furnished air-conditioned rooms that have been categorised as Floating Cottages (10), Heritage rooms (4) and Standard rooms (14). All the three categories of rooms have been designed in a unique way and well-equipped with state-of-the-art amenities. While staying at Lotus Backwater Resort, guests have access to in-room amenities like cable television, telephone facility and tea/coffee maker. Along with hot and cold running water facility, the attached washrooms have bathroom toiletries like bath soap, shampoo, body lotion and shower gel.
303328|Coffee/tea maker,Blackout drapes/curtains,LCD TV
303329|TOUR,ORBWLS,PHY42,ELEV,CNFFAC,RMA207,ORBSPA,POOLOT,BEAUTY,BABY,DISABL,SPA,INTHS,ROOM,HEALTH,PHY28,BUSCTR,CURREX,ORBSHT,LANDRY,BAR,REST,FPRKNG,HAC222,ROOM24,HAC138,MTGFAC,DOCTOR,SAFDEP,WCHR,NSMK,CONLEV
303330|BUSCTR,CURREX,TOUR,ORBWLS,ELEV,LANDRY,REST,ROOM24,DOCTOR,SAFDEP,DISABL,NSMK,ROOM
303331|The rooms are clean and with all basic amenities . Some of the amenities are Satellite TV, Tea /Coffee maker, in room Telephone.
303332|It has modern amenities, luxiorious room with double size beds.
303333|Private bathroom,Ceiling fan,Free bottled water,Shower only,Rollaway/extra beds (surcharge)
303335|TOUR,ORBWLS,HAC47,PHY42,ELEV,CNFFAC,PHY50,BABY,DISABL,SPA,INTHS,ROOM,PHY28,CURREX,HAC116,HAC141,ORBSHT,LANDRY,REST,FPRKNG,HAC222,ROOM24,HAC138,MTGFAC,DOCTOR,SAFDEP,PHY2,WCHR,NSMK
303336|It has furnished rooms with wall to wall carpet,24hrs room service,massage,television in all rooms with unlimited channels,laundary and dry cleaning facilities.It has double size beds.
303337|Budget rooms with proper beds along with little furnishing and drapings.
303338|CELTEL,TEL,HAC47,ELEV,EXCKIN,DESK24,CNFFAC,AIRCON,WAKEUP,TVCAB,CPSVC,NWSPPR,PRKTRK,MINBAR,INTHS,EXCKOT,ROOM,PRKVAL,HAIR,ELECDR,BUSCTR,FAX,CURREX,COFMKR,SAFE,LDRYMT,IRONBD,FPRKNG,REST,BELL,GYM,PRKOUT,TRNDWN,THEATR,CAR,DOCTOR,SAFDEP,NSMK,BTHTEL,AIRLIN,MULTI,SECURE
303340|The Wintergreen rooms which are of 280 sq ft are well appointed with all modern amenities one would expect in a modern deluxe hotel. They feature laptop friendly safes besides the inroom coffee /tea maker,wardrobe, 42? LCD TV with multi port jack with cable connection,minibar, Direct Dialing Local/Intl with Voice Mail. They feature feather matresses,custom Duvets,Elegant along with in room pillow menu.
303341|The 40 air-conditioned rooms at Lotus Beach Resort are comfortable and spacious, complete with modern amenities. Rooms are divided into the following categories: Standard AC Room, Four-Bedded AC Room, Six-Bedded AC Room, and Deluxe AC Room. In-room amenities include: cable television, intercom, guest stationery, and an attached washroom with bathroom toiletries and 24 hour hot/cold water. Room service is also available.
303343|TV,OVRPRJ,HAC47,ELEV,DESK24,AIRCON,SPRINK,WAKEUP,TVCAB,POOLOT,NWSPPR,SHOWER,PRKNG,AVEQUP,PRKIND,BABY,COFFEE,SAUNA,SPA,BATH,CONDSK,ROOM,PRKVAL,CMPRTL,HAIR,BUSCTR,FAX,CURREX,CRIB,JACUZ,BAR,TVSAT,REST,PETS,BELL,MTGFAC,CRDTEL,DOCTOR,IRON,NSMK,CONLEV,SECURE
303348|ORBWLS,PHY42,ELEV,CNFFAC,ORBSPA,SPA,ROOM,PHY28,HEALTH,BUSCTR,CURREX,HAC116,ORBSHT,LANDRY,REST,FPRKNG,BAR,ROOM24,MTGFAC,DOCTOR,PHY2,SAFDEP,WCHR,NTECLB,NSMK,CONLEV
303349|Private bathroom,Desk,Free bottled water,Separate dining area
303350|FLORST,CELTEL,TV,DVD,TOUR,HAC47,ADPTRS,WHTBRD,ATM,POOLOT,NWSPPR,TENNIS,PRKNG,MINBAR,BABY,BEAUTY,BATH,INTHS,CONDSK,ROOM,PRKVAL,HAIR,BUSCTR,FAX,MADSVC,GIFT,CURREX,COFMKR,SAFE,LOUNGE,IRONBD,CRIB,DSKLMP,BAR,TVSAT,FPRKNG,REST,BELL,SOFABD,TRNDWN,CAR,KIDACT,SAFDEP,AIRLIN,TMPCTL
303351|FLORST,TV,OVRPRJ,PHSPKR,DVD,SHOP,HAC47,ADPTRS,WHTBRD,POOLOT,NWSPPR,BIDET,PRKNG,MINBAR,BABY,BEAUTY,INTHS,CONDSK,ROOM,PRKVAL,HAIR,BUSCTR,FAX,MADSVC,ICEMCH,CURREX,COFMKR,DSKLMP,IRONBD,FPRKNG,REST,TVSAT,BELL,TRNDWN,SAFDEP,TMPCTL
303352|TV,PHSPKR,HAC47,ADPTRS,POOLOT,PRKNG,MINBAR,BEAUTY,BABY,BATH,INTHS,CONDSK,ROOM,PRKVAL,EXLEVL,HAIR,BUSCTR,FAX,MADSVC,CURREX,COFMKR,LOUNGE,IRONBD,DSKLMP,FPRKNG,REST,TVSAT,BAR,BELL,TRNDWN,SAFDEP,TMPCTL
303355|Free newspaper,In-room climate control (air conditioning)
303356|Room service (24 hours)
303358|Bathrobes
303359|Rooms have all the modern amenities and have the avaialbility for both Twin and double beds.
303360|BUSCTR,CURREX,TOUR,ORBWLS,ELEV,LANDRY,REST,FPRKNG,ROOM24,DOCTOR,SAFDEP,BABY,INTHS,NSMK,ROOM
303363|TV,OVRPRJ,TOUR,HAC47,ELEV,EXCKIN,DESK24,AIRCON,SPRINK,PRKBUS,WAKEUP,TVCAB,NWSPPR,SHOWER,GOLF,PRKNG,AVEQUP,PRKIND,INTHS,CONDSK,EXCKOT,HAIR,CMPRTL,FAX,ICEMCH,CURREX,CRIB,REST,TVSAT,PRKOUT,MTGFAC,DOCTOR,IRON,CONLEV,SECURE,MULTI
303365|TV,HAC47,ELEV,DESK24,AIRCON,SPRINK,PRKBUS,WAKEUP,TVCAB,SHOWER,TENOUT,PRKNG,ALRMCK,PRKIND,SPA,CONDSK,ROOM,CMPRTL,HAIR,FAX,TVSAT,REST,BAR,BELL,PRKOUT,MTGFAC,DOCTOR,BOATNG,IRON,JOGTRK,NSMK,CONLEV,SECURE,MULTI
303366|FLORST,TV,PHSPKR,TEL,DESK24,AIRCON,WAKEUP,POOLOT,SHOWER,TVRMOT,ALRMCK,MINBAR,BEAUTY,SPA,BATH,BARBER,EXCKOT,PRKVAL,ROOM,HEALTH,MADSVC,CURREX,HAC116,CRIB,LANDRY,REST,GYM,MTGFAC,CRDTEL,CAR,VALET,SAFDEP,TMPCTL,HAC47,ELEV,EXCKIN,ATM,TVCAB,NWSPPR,TENNIS,PRKNG,COFFEE,SAUNA,INTHS,HAIR,DRGSTR,FAX,COFMKR,SAFE,POOL,LDRYMT,IRONBD,FPRKNG,BAR,ROOM24,TRNDWN,IRON,HORSE,NSMK
303367|The Kothi has 10 individually designed rooms where one can witness and live like how the Maharajas used to. You will find the Kothi filled with antique furniture. We have given a lot of importance to detail to recreate life as it was almost 80-100 years ago.
303368|CELTEL,DESK24,AIRCON,WAKEUP,POOLOT,STMBTH,ALRMCK,MINBAR,AVEQUP,OTA_P_903,SPA,EXCKOT,PRKVAL,ROOM,HEALTH,BUSCTR,ELECDR,GIFT,CURREX,LOUNGE,PRKRV,REST,BELL,GYM,MTGFAC,CAR,DOCTOR,SAFDEP,WCHR,AIRLIN,SECURE,DVD,HAC47,ELEV,CNFFAC,EXCKIN,TVCAB,CPSVC,NWSPPR,PRKTRK,BABY,COFFEE,INTHS,CONDSK,CMPRTL,HAIR,EXLEVL,FAX,TPRESS,SAFE,COFMKR,POOL,LDRYMT,IRONBD,FPRKNG,PRKOUT,TRNDWN,NSMK,ENTMNT,BTHTEL,MULTI
303374|Rooms has the facility of both Double and twin beds.They are equipped with 24 hr room service, Dinning,sitting area with verandah,24 hour power back,tea cofee maker and Tv with satellite.
303376|HAC47,ELEV,DESK24,AIRCON,WAKEUP,TVCAB,NWSPPR,BIDET,MINBAR,ALRMCK,COFFEE,INTHS,ROOM,PRKVAL,HAIR,GIFT,COFMKR,SAFE,LOUNGE,IRONBD,LDRYMT,REST,BAR,BELL,DOCTOR,SAFDEP,NSMK,BTHTEL,SECURE,MULTI
305531|CNTBRK,TV,PHSPKR,TEL,DESK24,AIRCON,ADPTRS,CP,SPRINK,WAKEUP,POOLOT,AVEQUP,PRKIND,ALRMCK,MINBAR,BEAUTY,SPA,BARBER,EXCKOT,PRKVAL,ROOM,HEALTH,BUSCTR,SMKDET,ELECDR,RADIO,MADSVC,GIFT,PRJECT,CURREX,HAC116,LOUNGE,DSKLMP,CRIB,LANDRY,BELL,GYM,MTGFAC,CAR,DOCTOR,POOLIN,KIDACT,SAFDEP,VALET,JOGTRK,SECURE,TMPCTL,FIRELT,TOUR,FAMILY,KITFUL,HAC47,ELEV,EXCKIN,CNFFAC,CNFSTE,ATM,TVCAB,CPSVC,NWSSTD,NWSPPR,MICRWV,GOLF,PRKNG,SECU24,BABY,SAUNA,COFFEE,INTHS,HEAT,CONDSK,HAIR,EXLEVL,CMPRTL,TPRESS,COFMKR,SAFE,POOL,LDRYMT,IRONBD,RMA161,PLYGRD,BAR,FPRKNG,ROOM24,TRNDWN,IRON,NSMK,BTHTEL,NRSERY
305533|DESK24,ADPTRS,AIRCON,SPRINK,WAKEUP,POOLOT,MINBAR,PRKIND,SPA,EXCKOT,ORBBRK,ROOM,PRKVAL,HEALTH,BUSCTR,SMKDET,MADSVC,VENDNG,CURREX,ICEMCH,HAC116,LANDRY,PRKRV,REST,GYM,MTGFAC,CAR,SAFDEP,WCHR,BRALEL,CONLEV,PHNSRV,SECURE,DVD,HAC47,SHOP,HAC156,ELEV,EXCKIN,TVCAB,PRKBUS,FEMA,CPSVC,NWSPPR,SECU24,BABY,DOORMN,COFFEE,CONDSK,HAIR,SAFE,COFMKR,LDRYMT,RMA161,IRONBD,FPRKNG,ROOM24,PRKOUT,TRNDWN,IRON,NSMK,MULTI
305534|DESK24,ADPTRS,AIRCON,SPRINK,WAKEUP,POOLOT,BOUTIQ,MINBAR,PRKIND,BEAUTY,SPA,BARBER,EXCKOT,PRKVAL,ROOM,HEALTH,GRABBR,BUSCTR,SMKDET,MADSVC,SHPMAL,CURREX,ICEMCH,LANDRY,PRKRV,REST,GYM,MTGFAC,CAR,KIDACT,SAFDEP,WCHR,CONLEV,PHNSRV,SECURE,DVD,KITFUL,HAC47,SHOP,ELEV,CNFFAC,EXCKIN,TVCAB,PRKBUS,FEMA,CPSVC,NWSPPR,MICRWV,SECU24,BABY,COFFEE,DOORMN,CONDSK,FEMEX,HAIR,SAFE,COFMKR,LDRYMT,RMA161,IRONBD,BAR,ROOM24,PRKOUT,TRNDWN,IRON,ENTMNT,NSMK,MULTI
305536|DOCTOR,CURREX,SAFDEP,TOUR,ELEV,CNFFAC,LANDRY,NSMK,ROOM24,ROOM
305558|Minibar,Video-game console,Microwave (on request),Bathtub only
305559|BUSCTR,GIFT,CURREX,TOUR,HAC116,ORBWLS,ORBSHT,ELEV,REST,BAR,ORBSPA,PETS,POOLIN,PHY50,SAFDEP,WCHR,DISABL,BEAUTY,BABY,INTHS,CONLEV,HEALTH,PHY28
305569|BUSCTR,GIFT,CURREX,TOUR,ORBWLS,ORBSHT,ELEV,CNFFAC,LANDRY,REST,BAR,ROOM24,POOLOT,MTGFAC,DOCTOR,SAFDEP,DISABL,SPA,INTHS,NSMK,CONLEV,ROOM
305581|ORBWLS,ELEV,CNFFAC,POOLOT,DISABL,BEAUTY,SPA,INTHS,ROOM,HEALTH,BUSCTR,CURREX,POOL,ORBSHT,LANDRY,BAR,REST,FPRKNG,GAME,ROOM24,MTGFAC,DOCTOR,SAFDEP,NSMK,CONLEV
305582|TOUR,ORBWLS,PHY34,PHY42,HAC47,ELEV,CNFFAC,RMA207,ORBSPA,POOLOT,PHY50,GOLF,BEAUTY,BABY,DISABL,INTHS,ROOM,HEALTH,PHY28,BUSCTR,CURREX,HAC116,POOL,HAC141,ORBSHT,LANDRY,BAR,FPRKNG,REST,ROOM24,HAC138,MTGFAC,DOCTOR,SAFDEP,WCHR,NTECLB,NSMK,CONLEV
305583|DOCTOR,PRKNG,INTHS,ROOM
305588|Separate sitting area,In-room childcare (surcharge)
305589|BUSCTR,ORBWLS,POOL,CNFFAC,REST,FPRKNG,HAC222,ORBSPA,DISABL,CONLEV,NSMK,INTHS,ROOM,HEALTH
305592|Coffee/tea maker
305593|CURREX,SAFDEP,TOUR,ORBSHT,LANDRY,RMA207,ROOM24,HAC138
305594|In-room safe,Desk
305596|TOUR,ORBWLS,ELEV,CNFFAC,ORBSPA,TENNIS,GOLF,DISABL,BABY,SPA,INTHS,ROOM,BUSCTR,GIFT,CURREX,ORBSHT,LANDRY,BAR,REST,FPRKNG,GAME,ROOM24,MTGFAC,DOCTOR,SAFDEP,CONLEV,NSMK
305597|Free bottled water,Shower only
305598|Coffee/tea maker,LCD TV
305599|Room service (24 hours),Deep soaking bathtub
305600|Deep soaking bathtub
305602|DOCTOR,CURREX,SAFDEP,TOUR,ORBSHT,CNFFAC,LANDRY,INTHS,REST,CONLEV,ROOM24,ROOM
305604|Rooms are designer style decor and wooden flooring, King size beds and twin beds both are available, room amenities available in the room are TV, Satellite cable, Mini Bar.
305606|TOUR,ORBWLS,PHY34,PHY42,HAC47,ELEV,CNFFAC,RMA207,PHY50,BEAUTY,BABY,DISABL,SPA,INTHS,ROOM,PHY28,BUSCTR,CURREX,HAC116,HAC141,ORBSHT,RMPACC,LANDRY,REST,FPRKNG,HAC222,ROOM24,HAC138,MTGFAC,DOCTOR,SAFDEP,PHY2,WCHR,ADA,BRALEL,NSMK,CONLEV
305608|TOUR,PHY34,ORBWLS,PHY42,HAC47,ELEV,CNFFAC,RMA207,PHY50,BEAUTY,BABY,DISABL,SPA,INTHS,ROOM,HEALTH,PHY28,BUSCTR,CURREX,HAC116,HAC141,RMPACC,LANDRY,REST,FPRKNG,HAC222,ROOM24,HAC138,MTGFAC,DOCTOR,SAFDEP,PHY2,WCHR,BRALEL,CONLEV
305611|Air conditioning,Ceiling fan
305612|Minibar,Free WiFi
305613|Soundproofed rooms
305615|BUSCTR,CURREX,TOUR,ORBWLS,ORBSHT,ELEV,CNFFAC,LANDRY,REST,ROOM24,MTGFAC,DOCTOR,SAFDEP,BABY,INTHS,NSMK,ROOM
305616|BUSCTR,CURREX,TOUR,ORBWLS,ORBSHT,ELEV,LANDRY,REST,FPRKNG,ORBSPA,ROOM24,MTGFAC,DOCTOR,SAFDEP,PRKNG,DISABL,BABY,INTHS,NSMK,ROOM
305618|TOUR,PHY34,ORBWLS,PHY42,HAC47,ELEV,CNFFAC,RMA207,PHY50,BABY,DISABL,INTHS,ROOM,PHY28,BUSCTR,CURREX,HAC116,HAC141,RMPACC,LANDRY,REST,HAC222,ROOM24,HAC138,MTGFAC,DOCTOR,SAFDEP,PHY2,WCHR,ADA,BRALEL,NSMK,CONLEV
305619|TOUR,ORBWLS,ELEV,CNFFAC,DISABL,BABY,BEAUTY,SPA,INTHS,HEALTH,BUSCTR,GIFT,CURREX,POOL,ORBSHT,LANDRY,BAR,REST,GAME,ROOM24,MTGFAC,DOCTOR,SAFDEP,NTECLB,CONLEV,NSMK
305620|Free newspaper
305655|Refrigerator,Iron/ironing board (on request),Sofa bed size
305666|ORBWLS,ORBSHT,LANDRY,REST,FPRKNG,BAR,ORBSPA,PETS,POOLOT,DOCTOR,SAFDEP,BABY,SPA,NSMK,CONLEV
305674|Free bottled water,Shower only
305675|Free toiletries,Hair dryer (on request),Sofa bed size
305682|Cable TV service
306598|BUSCTR,CURREX,ORBWLS,ORBSHT,ELEV,CNFFAC,LANDRY,REST,BAR,GAME,ORBSPA,PETS,ROOM24,POOLOT,MTGFAC,DOCTOR,SAFDEP,DISABL,SPA,INTHS,NSMK,CONLEV,ROOM
306895|Private bathroom,Ceiling fan,Satellite TV service
306897|ORBWLS,PHY42,ELEV,CNFFAC,ORBSPA,POOLOT,DISABL,BABY,SPA,ROOM,PHY28,HEALTH,BUSCTR,CURREX,HAC116,POOL,HAC141,ORBSHT,RMPACC,LANDRY,REST,FPRKNG,BAR,GAME,ROOM24,HAC138,MTGFAC,DOCTOR,SAFDEP,WCHR,NSMK,CONLEV
306898|BUSCTR,GIFT,CURREX,TOUR,ORBWLS,ORBSHT,ELEV,CNFFAC,LANDRY,REST,BAR,ROOM24,MTGFAC,DOCTOR,SAFDEP,INTHS,NSMK,CONLEV,ROOM,HEALTH
